Age, Workclass,Education,Education Number,Marital Status,Occupation,Relationship,Race,Sex,Hours Per Week,Native Country,isGreater
29, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,40, United-States, false
33, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, false
34, Private,5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico, false
40, Self-emp-inc, Masters,14, Never-married, Other-service, Own-child, White, Male,99, United-States, false
57, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,38, United-States, false
55, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,60, United-States, false
40, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, false
26, State-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,35, United-States, false
29, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,40, United-States, false
30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, Mexico, false
29, Private, Masters,14, Never-married, Sales, Not-in-family, White, Male,50, United-States, true
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, true
65, Private,11th,7, Widowed, Adm-clerical, Not-in-family, White, Female,8, United-States, false
19, Private, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,35, Laos, false
35, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,50, Iran, true
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, false
34, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
61, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, true
63, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,32, United-States, false
47, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
31, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, false
18, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,30, United-States, false
29, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, true
59, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
50, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,62, United-States, true
49, Private,7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, false
60, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, true
35, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, true
48, Federal-gov, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,40, United-States, false
21, ?, Some-college,10, Never-married, ?, Own-child, White, Male,40, United-States, false
41, Private, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Black, Male,40, United-States, false
56, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, false
26, Private,12th,8, Never-married, Other-service, Unmarried, Black, Male,40, United-States, false
53, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, false
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States, false
58, Private,7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, false
61, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
29, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,60, United-States, false
22, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,40, United-States, false
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
31, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,30, United-States, false
90, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
53, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, false
22, ?, Some-college,10, Never-married, ?, Own-child, White, Male,40, United-States, false
55, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, Jamaica, false
34, State-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,60, United-States, false
28, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,55, United-States, false
22, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female,40, United-States, false
36, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States, false
33, Private, Bachelors,13, Separated, Prof-specialty, Other-relative, Black, Female,40, Jamaica, false
17, Private,10th,6, Never-married, Other-service, Own-child, White, Female,12, United-States, false
38, Private,11th,7, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, false
60, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, false
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
72, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,8, United-States, false
57, Private,5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,40, Italy, false
39, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,60, United-States, false
50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,80, United-States, false
45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, China, false
37, Private, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,35, United-States, false
27, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,48, United-States, false
43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States, true
41, Private, Some-college,10, Divorced, Tech-support, Unmarried, Black, Female,36, United-States, false
20, Private, Masters,14, Never-married, Exec-managerial, Own-child, White, Male,25, United-States, false
44, Private, Masters,14, Separated, Exec-managerial, Unmarried, White, Female,20, United-States, false
50, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
54, Private, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Female,45, United-States, false
31, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,60, United-States, true
33, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,35, Puerto-Rico, false
22, Private,9th,5, Never-married, Other-service, Own-child, White, Male,50, United-States, false
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Philippines, true
22, ?, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,40, China, false
59, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,60, United-States, false
57, Self-emp-not-inc, Some-college,10, Widowed, Exec-managerial, Other-relative, White, Male,25, United-States, false
26, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, false
52, Local-gov, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, true
55, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,45, United-States, false
47, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, true
19, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, false
26, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,40, United-States, false
44, Private, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, true
42, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, true
39, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, false
17, ?,11th,7, Never-married, ?, Own-child, White, Female,15, United-States, false
26, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States, false
26, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,20, United-States, false
50, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, false
46, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
18, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male,20, United-States, false
26, Private, Bachelors,13, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,60, Vietnam, false
32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, true
50, Private,5th-6th,3, Married-spouse-absent, Other-service, Unmarried, White, Female,34, Mexico, false
47, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, true
52, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,25, United-States, false
25, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
42, Local-gov,11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, false
53, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, false
30, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,8, United-States, false
23, Private,1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,36, Mexico, false
23, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,30, ?, false
32, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, false
29, Self-emp-inc, HS-grad,9, Separated, Prof-specialty, Other-relative, White, Male,25, United-States, false
40, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, false
45, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
17, ?,10th,6, Never-married, ?, Own-child, Black, Female,40, United-States, false
55, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
59, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
56, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, true
23, Private,12th,8, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, false
37, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, false
25, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, false
22, ?, Some-college,10, Never-married, ?, Own-child, White, Male,40, United-States, false
27, Private,9th,5, Never-married, Priv-house-serv, Unmarried, White, Female,24, Mexico, false
21, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,40, United-States, false
47, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, true
38, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,60, United-States, false
62, Local-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,33, United-States, true
27, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
25, ?, Assoc-voc,11, Never-married, ?, Own-child, White, Male,90, United-States, false
27, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,40, United-States, false
40, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, true
22, Self-emp-not-inc, Some-college,10, Never-married, Sales, Own-child, Black, Male,55, United-States, true
33, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,60, United-States, false
28, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,5, United-States, false
28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
